peer_id,worker_id,creator,owner_kind,controller
12D3KooWESXzaSYLUw1wX8UEm5QfXmt9FsfZTM4qRcBpWwBC9aex,3426,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3,eoa,0xcd65B8BeeE22C8D1De6653A47e928d387e037aD3
12D3KooWRujUDMsBwdDbQZhx1UtELHKy8prmbvSF5Kqpw465BisK,1715,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWH6gqHS2rRLunECx2jBjzx8GT18KLzS2vLrMEQVXU5YAL,2134,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWLfAWFyfvrmXPfvyYqivubGvdDbcGEDACyPd6cE6KDKzT,1794,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWPWzLP7sBfcdqykZ5rGauSF6pi8Up3PxiPGJ8Q7bXyKqx,4301,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWQiSNHyVLreg9S3ncmE6mBTAaZ96WSoWFaMxtRhRLHskq,4192,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBwaWq2TeDEnxF5RudJLGBapq2ErXMBDavhsvLu3NHkc9,4290,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSz1kqxSi2jaXr6mfX49bvH5MeBttqJ1qCjKjdF1LAVM6,745,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWNyDgT2uXbXixsECB9QUed1MWxrB2JPQKBa47bXGQJbqj,4161,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWFvV1EdLrxN1YQiKNh892bdKVRG7VvUnNMSYu8Nbc7WnG,3401,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWBzYgoEenybBkAoqxHNpvMdL4B1PctJxbMX1EKsXgskke,4169,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWRm48mAtzm5MnhbEkDVuf4sxehnzANy6YGDHndwGGGdeH,4432,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWLAyQXH9WgUjiGhdVKThfSwQC2jHdsVDGmgotkoWvFJpv,791,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWHojEby73K26VqKEjWJHTXZyaJBDdUmWmQgf9ViTf7jdJ,4147,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBj5vyCxdDWJJrTnMUdeEGTQKzGyzi1RVAfeDHUybAXtd,316,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWN1rxme3AXBzYX5Ksp8JgMc5B1rirQVt5zbfi2pifvU6r,4398,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSDUxgrkSSEG6gaMstBK3joQeWUiZ43H6AeEXQ5zELJc8,4242,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWJp3eyhzx7JdzVsKyUvvqk2gqpjFH9Wvj3E53foNnfMqM,4409,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWKwwSjYDgtvtb47A6QA8Spj9H9rnimUFyMixJC6C1TG4y,678,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWJQboT8w9zV9SeR7k3ENUtdJr7W95AP4XtjmYEEPTKihX,1795,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWD2433CmDi3LAHX8NZjXRHxVKo6HqA6Qn1vkoynV8DauE,4183,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWAsnzYrETfNNQswGgzazgpa9VGAZwGNZ2d27bPZrck8jU,4395,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWL1cconN7BF8kobrmzYdpFZFCAcT1MvFVXJjHfKgdG2t7,4176,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWJgMxVJxBbMAb6H5dHakoxjzzs7BARMAEXargMUvb8eQM,1799,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWJyXzy7CaWF8ZWkunsbPbxnE5gf5hNLFun1oHWhEtUMCt,4464,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWFm4WVMhxqq7vwmhZ4FTPZnusxgkBZvjH9rSMNTQmWFpv,4383,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDdNeKNLn9GN7uTqFA7GxGPkF35kYi98sgEKSjNi9ttfN,427,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWBni4TgDV9Xsp5biyCdgsN2pbVrgRbfCYKfJFzWzHoBPC,4436,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWPPMwdzUDTuxCgm99cJa8NcxFpKMUdYUrbkv2vzGU8MCM,1784,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWJnfW6qLkTUWn95cNg1zC9j1LDzroMFWtAjZbQvHcUTCv,4160,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWDnEhEYbeW9e7jyCMZAH2FGsW7tkFnuAf9j8LNK3DWvKs,4154,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSeJAbtVqC7kecckkRLCnzbyuUVcfrEHAKUFGZMt4Su3v,4329,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWScDAkPiUEmZwWJ3JdCKHdJUa6UZezL3YMNQ5DXFFhPwb,4159,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSBVsKGA8vgCMk5WSVpcWt7aLVyUHirtKavnf3Z7bFAQn,713,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWKqCWDJKq624CxEuZV7q36X752GWLM71JbwpSuGkbfbW8,2272,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWFQ9AxLGPNvKYZ3qx8JFa1bcEgUeNFbRoUz7wuR11Xyht,331,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWMrfFxNB1cFgQzLgBS9hnLT6X3hWrWqhr3LDBTTXVuicj,4318,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWNPy7mSBiKYkdjvzaRogV97urkNXJqoU4sLFoZLFxeHTU,4243,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWGNRGwts6YRR23abBKUBiCxorVAp5wooXHN6zjWznhjjb,1765,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWL7kAtRBJ7UNbEthAi5o8fDUeKfB4u5CcbCxxS2MRxr9L,4465,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWLMBnEhyMaCEKk4LaLLfCboa2m71EKPjghE1UfEDWDzPb,4260,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWANMt2LZLx64jBVnrCP8vNjtTpbMqETtdkkG5NYyiGcMP,2254,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWS2dy3vgjnsTn8oNSbhexX5rqompmSNXm3crzGjDAa4yB,4157,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWQGHWZ9xMry4xKw5DqVJmPiEjLHrW8JbpQHW7z1h53bxA,1738,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWGGNsmDJJG9rgrYKLA6G1kBzjAcyD8WVbCcdqkGNq7wCg,4426,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWND2ETj1ukHSbcnErhPG1QJd7NcVEX6xmoV4zcyv9WWpy,4191,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWFr5W2HfYE1PmXTLTF78gr3Bov4VwnzbcBhsQh3haCfsU,4425,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWGD63BJACdTo7GzZL2xoAuicUJruLXKYTjfYYrfsmRpLs,1714,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWCQmAF7gyfebWAdDk8zAeZrVX8aDg9SnuqqkqcpPMzLz9,4263,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPeGc3juY3yiG3Gi1JC5tcNFdeMtFRMhR77F3dxeEB9Dy,4349,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWMHHkmGQ32wrWNBquvdQuw2pZnNE6J1x1EDxnfHbfDq61,2105,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWJssqLuQtCfUtzSYfzT3J5LU1R3gFgAmfbCChuWkX1yiK,4226,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooW9yc7m9ohcEsKtEsePT8gBnC5xMMbRMZheL2F7YY9R1qd,4190,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSpn25peumdxjePGL4jFQviaQxWnR5NpNTX16rV5CAWqn,4326,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWCYttPWNZWbAzsW2935vfeSHY6QZpbW6VEaDdrJ9feUmJ,4265,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWMcKygnfMVPWzt3zZsL2RiXkDG7Dg9yLfAeMP5XavaVDB,4328,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWNBSx7xRBH294Fn4TG1FeRoAXNros8jqf1HTzLT7PtpGQ,4466,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWExzhNXjFnvGfP3n43a8P9mpRKGfDgMzsGPUMb2TGUXsk,4167,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWSJTJV8X89AtBvabwKfzaDHBCj7AnZETxH6fsYxTHskES,708,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWDYDcDgUc9mMJqJAoPbQ4BBR53p9Z1eanYmv1xdAH3s2R,4227,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWBLUvsViptdsofTMNkRZZqg5MsGXC6J1xD6GPmAVuPvHE,4230,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWC5WeEoCpjwTyWqrMvwWXVZymzB1zh7o9vF77cHyT1dqD,509,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWE8ib7W7D4G6p6pxQjLoi4YMhHrma5H6BPvXGcuDFAiwe,4247,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWK5jZWkocVdvCUfz1bu5knJWUnTqSEAjjgG9TGAKvQgXb,4282,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWNYo4HGi5FZjdHP4tqxtAV5JTLm586S9yaYyZHWUt6YhJ,4264,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWHkdvfYiDugvfdKAJzsDngeAkemLGSPZZyG2fMuSXu3Ky,4454,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWSiaLjjhoyHWkisa4YZp98tv863rLQGZzccp8edEcFsas,2276,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWMJpmqNxHXWXVP7bcsEDhSLTDUNYpYE4Xs6upq6VgKW5M,4201,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPZkdRuFYgf4iMXyrdwHeo5EQakVowmH3z5JbhEU3SqEr,4153,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWGgBnTDiSHYRLpoNzuGU1hfbNsig9ZefrSSrAtRkcocaE,732,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWLcsRoNxJWCjmds9zpSvAjgENYCeSDs55ZeBWKnPWrJdw,2212,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWDZfZNmQc9A6nUGR5CyqAhhsvWSEekBW1E6iycBLX75zD,939,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWHE8RQwoJkgkACjQVq8oXF4fot9cG6AfNAj16oFZnsbsG,4457,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWPUSQ8aKb3eyXTkbUgCn25wpfTTc9j2is51VE68TmmVzg,2262,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWBpmZTn8ucEL6mYcBYfrCqbYgEQKA6rwdnZfm1NYgPwSx,4330,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWKtrwViaMb6pis5t4nSXqx4VpgtjJ8yZXUgSjBHC4xpza,3389,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWJpJoiXEtj2GDC35nGj8Vj66Jui6yZXgdMUBcu3S8BvCz,333,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWNnmSdSayo448K5UQCrvccx3CwWTyFNNoARTyhJovU2wj,4286,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWGzNYjfp4yrjFfLwDvL6a1MyKhzrdFP1gGAvY6yPob69n,4450,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWPRD2LV2VCvkiUxZys6e33sdZBDTk3qeu5hPMtTuK5VNo,4248,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWCXj8LCV7JzxXDznrhiZqiLsW8xrhDSamLakFLn5czZ9E,4451,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWHwgjqwMsyBhhpnswTpxFeDv1ioeVMQg9jXpNxX4ZrsUi,735,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWCPQATyuBewy8fBNKrhJHD9gE1Z83Jsj8PmcSduWVzEqL,4199,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWH5GxWEGXq3PFKvdFGK7M45hmWY5f7Ae6Fy4TqWvoY2os,4404,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWHiHbsSprFgL4gnoLNohf5trvRNkupEXbHyLctRBxvo5v,672,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWJJ8hd4FsiBcnY8nDECYz7VLwgKEexHTcbggmpHNJxABr,4397,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWRHWYcd7PTGYPdQgg1HySqZ79YvExn53xX5rEvz3Nuiwi,3405,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWMPY93n6AndhTsgmdxVApdFLBTCLCPsi25Cd5B2Cgb89V,4177,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWQy4JEhpB5cTocxQCbmNL4Te2JvCNddFzZfcge1iXiMDR,3402,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWL5h6DpWvR6jT3DtuXnQa2C6zWFoFUKPmngZzZjXN7Xrn,2221,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWAorhccdaAKkQyrh6F9Ys94t39a696HwftQfDhC79nTDj,2126,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWFCWosCe7k9e3e4Rh5giGuDKdTvkxWVwTWwd8W3n5VRk8,4284,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWEx7hYTdmZvFEw9AJdZ4pqNALs1n2SjASGR1Fhk2aYuLh,4422,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWFVp3XjtVzXv7817HDGoaHzc8NPGMpNMAgQBsgLds488E,2256,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWFQUEt36m3RP9DaUX7RbBV54AL4nkx5nGuxy4tsU5y5zd,2188,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWDu66JxdzifffJDgq4AcpNA2zyhpc5ameqco6jg5vU733,4189,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWNn5NuKJjEtNDVEbewZMvJK9KLeZd4qvcCLshYedvDf34,4333,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWKaNvLo4tMsqbiv5cHfLMV5N9WrHiqqRCvCQavgL33Y6D,4220,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWMwMyddiHGW4WnKvMsfYvWurnJwNsaqN48dgfHafSfvhX,4444,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWLzsXuEbAWzNX5ferzSCcokVSxjivQRYq1EkhxK2wXhKH,4180,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWHkFAihCCDzf3cV7bUJhu4zBSrCPsPw85jzeUakSL8NKZ,472,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWBBEqLvEZ4Haz5tL8iCpKXUdB5PygXJSkTjN2DJyUzDk2,4448,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWMBmSaLMXAD551vzrzSFhP7g4jqkoS5bQenR1fPHCuuJ3,937,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWGmAs3SQtADZ6WTg9CjYTxYnMfMYsKaDG3Bs35azM9ans,4245,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWJAvwcf8sJKMwWMNPWx3VjFHYA8hSUG7DmHh1xGNxuYgR,4471,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWKW6zd6Pkq5y6PEtpd2gZ4H3SfYZhKgM9LawCvxU1fN4Q,4456,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWC9nHWCMbSqHSarrgW4tBrCdhPrwLiCC7FsTkM3qzivm7,2219,0x920848e15407e7d1a88B5E16506a5724BFDe9164,vesting,0x2aA9ADb88efa160A1987DBbf42B916aB83983751
12D3KooWKZmySHasBGe1hUYbeKERc8wrUry5z4e9wmtj2ngktPSG,4390,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWETB6Lr7dyKsoDVYzdA5Qf7J1PTgDgswKgzRnt6WxucKc,801,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWPZGuSPY5e3mHWuenf6e1eMzKgcCSryLk8ujy7AbRwicC,3968,0xebc625Cee6367CF65b4ba8f8D99eA4BEAf01035f,vesting,0xdADB8013e3764DDd303D9B15A3a7b513e7089744
12D3KooWNncQV8Lx3zQiRaBHuezFnSgrDthUs8TKq2YjJMPB7zyH,459,0xB35728D533Ea887862b9Ed00cfe2B7F3D36A4e71,vesting,0xA205c6e35e0814B0A602b016B539E819807f27F3
12D3KooWCYEoCABtZNfR8tVPpqsmKDMFBgBrWyPsxYdS5xv9k7et,4255,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWMWipNm1FWrJbsivZgq3aUiVJ1CYi77pFkXZoWtaYMG84,4399,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWPaKD9fHehU82EFhVgHE81VQciRGogio4V23c3QwtZpn5,4212,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWKVp6JJrt8hhWFJijxVAP4HiUwR9Lqh2Wyax8shSaKNWR,2102,0x73471B6AB0b62d6918656B467317771C60094937,vesting,0x678d14c7e33f8D699aE3B9C0ca077245969D1942
12D3KooWEBs6pM2PcWT1j12Z5sTBAxBo6YSHTFq5bezUR5M5hv5P,4156,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b,eoa,0x5CF5A099A9089b31689B16cd83d06b6ce154c41b
12D3KooWB7L2jpHeutekeNU1PqS9MShe4d2VjgwkQ8ZtFpZuBpF5,938,0xC99B581a508e8ae499671B4fa1d43E96B127094f,vesting,0x51FF35792Ec01fEA7048A295Ea68A3156d92b629
12D3KooWBUWZcAwQSmZgHixfymYz8R8DZ5ifDzYb393LrmNfXoD7,1741,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWBWYE3hupQKGHgbmdFhEGa7VbExtTHAkvCVD8Fz94zriv,1777,0xec6E0dBf15C8a106471A9163A4848C4e8D06b63D,vesting,0x80c88d21975aB9829181536766d15005444B9aAd
12D3KooWA5sqQF6WauTDJbY3j5vZR6PRcPLog7xP6t17zsyLAEh7,4437,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
12D3KooWAKABvJeoWJmxySACJ17baP3R2QAj9vH5fBkd9qoX9Mh1,4467,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f,eoa,0x43d6A791c7db5C4dc2535a648FB25307FbD8478f
